timestamp_s,frame_idx,hybrid_state,hybrid_score,hybrid_raw_score,hybrid_ear,hybrid_ear_thr,hybrid_mar,hybrid_mar_thr,hybrid_perclos,hybrid_c_dur,hybrid_y_dur,hybrid_n_dur,hybrid_nn_score,hybrid_bio_score,hybrid_has_face,hybrid_calib_prog,baseline_state,baseline_score,baseline_raw_score,baseline_confidence,baseline_has_face
1780580911.409,0,CALIBRATING,0.0000,0.0000,0.2252,0.0000,0.0048,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.033,ACTIVE,0.4363,0.4385,0.5379,1
1780580911.602,1,CALIBRATING,0.0000,0.0000,0.2380,0.0000,0.0030,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.067,ACTIVE,0.1769,0.5259,0.5597,1
1780580911.775,3,CALIBRATING,0.0000,0.0000,0.2269,0.0000,0.0044,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.100,ACTIVE,0.2761,0.3853,0.6536,1
1780580911.948,5,CALIBRATING,0.0000,0.0000,0.2474,0.0000,0.0024,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.133,ACTIVE,0.2815,0.4135,0.5010,1
1780580912.132,6,CALIBRATING,0.0000,0.0000,0.2380,0.0000,0.0027,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.167,ACTIVE,0.4618,0.5281,0.6410,1
1780580912.314,8,CALIBRATING,0.0000,0.0000,0.2447,0.0000,0.0046,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.200,ACTIVE,0.2686,0.4804,0.6849,1
1780580912.509,9,CALIBRATING,0.0000,0.0000,0.2293,0.0000,0.0036,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.233,ACTIVE,0.4238,0.4809,0.6540,1
1780580912.674,10,CALIBRATING,0.0000,0.0000,0.2352,0.0000,0.0036,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.267,ACTIVE,0.1658,0.2767,0.5794,1
1780580912.859,11,CALIBRATING,0.0000,0.0000,0.2252,0.0000,0.0038,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.300,ACTIVE,0.2079,0.4364,0.6456,1
1780580913.040,12,CALIBRATING,0.0000,0.0000,0.2320,0.0000,0.0028,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.333,ACTIVE,0.5279,0.3356,0.5252,1
1780580913.225,14,CALIBRATING,0.0000,0.0000,0.2338,0.0000,0.0025,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.367,ACTIVE,0.4195,0.3947,0.6056,1
1780580913.405,16,CALIBRATING,0.0000,0.0000,0.2562,0.0000,0.0022,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.400,ACTIVE,0.1726,0.4249,0.5419,1
1780580913.586,18,CALIBRATING,0.0000,0.0000,0.2592,0.0000,0.0043,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.433,ACTIVE,0.3543,0.4263,0.6433,1
1780580913.748,20,CALIBRATING,0.0000,0.0000,0.2524,0.0000,0.0038,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.467,ACTIVE,0.5491,0.3672,0.6960,1
1780580913.942,21,CALIBRATING,0.0000,0.0000,0.2551,0.0000,0.0043,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.500,ACTIVE,0.3920,0.4360,0.5041,1
1780580914.125,23,CALIBRATING,0.0000,0.0000,0.2455,0.0000,0.0042,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.533,DROWSY,0.2934,0.4201,0.5534,1
1780580914.289,25,CALIBRATING,0.0000,0.0000,0.2264,0.0000,0.0042,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.567,DROWSY,0.4338,0.2740,0.5455,1
1780580914.467,27,CALIBRATING,0.0000,0.0000,0.2471,0.0000,0.0047,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.600,DROWSY,0.4066,0.4362,0.5720,1
1780580914.671,28,CALIBRATING,0.0000,0.0000,0.2309,0.0000,0.0024,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.633,DROWSY,0.1654,0.2744,0.5686,1
1780580914.831,29,CALIBRATING,0.0000,0.0000,0.2327,0.0000,0.0048,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.667,DROWSY,0.3488,0.4971,0.5560,1
1780580915.012,30,CALIBRATING,0.0000,0.0000,0.2575,0.0000,0.0030,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.700,DROWSY,0.2898,0.5432,0.5170,1
1780580915.198,31,CALIBRATING,0.0000,0.0000,0.2328,0.0000,0.0045,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.733,DROWSY,0.2988,0.2595,0.6064,1
1780580915.388,33,CALIBRATING,0.0000,0.0000,0.2575,0.0000,0.0027,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.767,DROWSY,0.3413,0.5370,0.5530,1
1780580915.563,35,CALIBRATING,0.0000,0.0000,0.2292,0.0000,0.0030,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.800,DROWSY,0.3115,0.4571,0.5571,1
1780580915.736,36,CALIBRATING,0.0000,0.0000,0.2469,0.0000,0.0049,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.833,DROWSY,0.3339,0.3201,0.5896,1
1780580915.923,38,CALIBRATING,0.0000,0.0000,0.2539,0.0000,0.0025,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.867,DROWSY,0.3882,0.5252,0.6163,1
1780580916.107,39,CALIBRATING,0.0000,0.0000,0.2488,0.0000,0.0046,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.900,DROWSY,0.4524,0.4040,0.6066,1
1780580916.283,41,CALIBRATING,0.0000,0.0000,0.2438,0.0000,0.0043,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.933,DROWSY,0.4564,0.4879,0.5806,1
1780580916.465,42,CALIBRATING,0.0000,0.0000,0.2460,0.0000,0.0037,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,0.967,DROWSY,0.4439,0.5284,0.5251,1
1780580916.650,43,CALIBRATING,0.0000,0.0000,0.2437,0.0000,0.0030,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,1,1.000,DROWSY,0.2346,0.4181,0.5785,1
1780580916.825,44,ACTIVE,0.0356,0.0056,0.2544,0.1436,0.0026,0.4500,0.0380,0.00,0.00,0.00,0.0305,0.0000,1,0.000,ACTIVE,0.0100,0.0000,0.6423,1
1780580916.992,45,ACTIVE,0.0126,0.0000,0.2334,0.1436,0.0020,0.4500,0.0232,0.00,0.00,0.00,0.0203,0.0000,1,0.000,ACTIVE,0.0100,0.0000,0.6330,1
1780580917.186,47,ACTIVE,0.0286,0.0000,0.2540,0.1436,0.0030,0.4500,0.0403,0.00,0.00,0.00,0.0176,0.0000,1,0.000,ACTIVE,0.0100,0.0000,0.6895,1
1780580917.345,48,ACTIVE,0.0192,0.0000,0.2468,0.1436,0.0026,0.4500,0.0199,0.00,0.00,0.00,0.0192,0.0000,1,0.000,ACTIVE,0.0835,0.0435,0.5080,1
1780580917.523,49,ACTIVE,0.0328,0.0028,0.2505,0.1436,0.0036,0.4500,0.0343,0.00,0.00,0.00,0.0188,0.0000,1,0.000,ACTIVE,0.1937,0.1537,0.8075,1
1780580917.699,51,ACTIVE,0.0272,0.0000,0.2494,0.1436,0.0026,0.4500,0.0426,0.00,0.00,0.00,0.0147,0.0000,1,0.000,ACTIVE,0.0989,0.0589,0.6216,1
